C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_014.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_014.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_014.jpg,0,0,0,3.473591E-06,179.81,1.683794,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_115.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_115.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_115.jpg,0,0,0,7.779194E-06,179.81,1.683794,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_218.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_218.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_218.jpg,0,0,0,5.764656E-06,179.81,1.683795,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_321.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_321.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_321.jpg,0,0,0,2.781573E-06,179.81,1.683794,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_423.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_423.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_423.jpg,0,0,0,3.560212E-06,179.81,1.683794,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_523.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_523.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_523.jpg,0,0,0,3.105352E-06,179.81,1.683794,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_626.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_626.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_626.jpg,0,0,0,1.034271E-06,179.81,1.683794,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_727.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_727.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_727.jpg,0,0,0,8.379032E-06,179.81,1.683795,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_827.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_827.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_827.jpg,0,0,0,5.637238E-06,179.81,1.683795,89.85901
C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\center_2022_12_02_01_31_09_930.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\left_2022_12_02_01_31_09_930.jpg,C:\Users\DELL\Desktop\TCD\Sem7\DL\Labs\Lab 7\IMG\right_2022_12_02_01_31_09_930.jpg,0,0,0,3.89158E-06,179.81,1.683794,89.85901
